kepid,kepoi_name,koi_disposition,tce_plnt_num,pca
5652260,K03703.01,FALSE POSITIVE,1,2941092835.446596
2569494,K03704.01,FALSE POSITIVE,1,8149225689.769214
6470516,K03705.01,FALSE POSITIVE,1,-2767555449.6480923
7770471,K03706.01,FALSE POSITIVE,1,-2767555459.7419868
5130380,K03707.01,FALSE POSITIVE,1,-1257874404.5846398
6314173,K03708.01,FALSE POSITIVE,1,-2767557103.715442
2576107,K03709.01,FALSE POSITIVE,1,1503004760.3740013
9532421,K03710.01,FALSE POSITIVE,1,6931438921.376081
5653849,K03711.01,FALSE POSITIVE,1,-723545868.0343086
2437060,K03712.01,FALSE POSITIVE,1,6621780841.018024
8127648,K03713.01,FALSE POSITIVE,1,8149225689.708178
11564013,K03714.01,FALSE POSITIVE,1,8149224863.457232
4937143,K03715.01,FALSE POSITIVE,1,-1511324617.6470156
8719324,K03716.01,FALSE POSITIVE,1,6659691446.528007
8719324,K03716.02,FALSE POSITIVE,2,-2028324751.4157767
11241814,K03717.01,FALSE POSITIVE,1,1549358424.013023
5036537,K03718.01,FALSE POSITIVE,1,8149225402.327827
9837083,K03719.01,FALSE POSITIVE,1,8149225689.947345
10735331,K03720.01,FALSE POSITIVE,1,4880001564.2305
7763269,K03721.01,FALSE POSITIVE,1,-1377462124.257035
8365739,K03722.01,FALSE POSITIVE,1,8149225689.935612
5471606,K03723.01,FALSE POSITIVE,1,5651783437.028065
11200405,K03724.01,FALSE POSITIVE,1,6937608983.1198225
3459199,K03725.01,FALSE POSITIVE,1,8149225689.884549
6973796,K03726.01,FALSE POSITIVE,1,3843429728.3881326
7515679,K03728.01,CONFIRMED,1,8149225689.654261
9674592,K03729.01,FALSE POSITIVE,1,-151370604.52403337
9674592,K03729.02,FALSE POSITIVE,2,-699062918.0209523
10879213,K03730.01,FALSE POSITIVE,1,-2767555459.650573
5650314,K03731.01,FALSE POSITIVE,1,8149225689.948913
8302302,K03732.01,FALSE POSITIVE,1,-2767557103.712919
9655858,K03733.01,FALSE POSITIVE,1,-911887448.5994056
10275880,K03734.01,FALSE POSITIVE,1,2530598003.1057315
2166200,K03735.01,FALSE POSITIVE,1,354904705.70700103
3547315,K03736.01,FALSE POSITIVE,1,8149225689.932111
6933781,K03737.01,FALSE POSITIVE,1,23589318.84776743
5478083,K03738.01,FALSE POSITIVE,1,-376523093.3243263
10857342,K03739.01,FALSE POSITIVE,1,-2767555459.651139
5215700,K03740.01,FALSE POSITIVE,1,-2767555459.8970823
8780959,K03741.01,FALSE POSITIVE,1,3375901264.3179784
8780959,K03741.02,FALSE POSITIVE,2,-1003764425.86803
8780959,K03741.03,CONFIRMED,3,-2003370279.8148034
8780959,K03741.04,FALSE POSITIVE,4,-2767557059.6825886
5565486,K03742.01,FALSE POSITIVE,1,-2767555449.645521
4935914,K03743.01,FALSE POSITIVE,1,1142363650.9031453
11303811,K03744.01,FALSE POSITIVE,1,8149224418.258748
2437783,K03745.01,FALSE POSITIVE,1,-828844310.0837346
12062660,K03746.01,FALSE POSITIVE,1,2735184829.8767614
9777087,K03747.01,FALSE POSITIVE,1,-305615026.6825183
4247807,K03748.01,FALSE POSITIVE,1,5943554523.442767
11547869,K03749.01,FALSE POSITIVE,1,-1625115979.8087342
7700590,K03750.01,FALSE POSITIVE,1,8149224045.885936
9053086,K03751.01,FALSE POSITIVE,1,8149225689.678701
6314185,K03752.01,FALSE POSITIVE,1,-2767555914.0763535
8620561,K03753.01,FALSE POSITIVE,1,8149224045.725363
8937019,K03754.01,FALSE POSITIVE,1,8149225689.62581
9896435,K03755.01,FALSE POSITIVE,1,1339750162.9210572
10352938,K03756.01,FALSE POSITIVE,1,1334749789.473976
6863161,K03757.01,FALSE POSITIVE,1,-986639440.2056547
7840035,K03758.01,FALSE POSITIVE,1,-900124459.1583095
8543279,K03759.01,FALSE POSITIVE,1,4983194700.632239
8047283,K03760.01,FALSE POSITIVE,1,8149224045.876532
8308347,K03761.01,FALSE POSITIVE,1,-2767555599.75932
11518142,K03762.01,CONFIRMED,1,-1378140950.72361
3114667,K03763.01,FALSE POSITIVE,1,-2767555459.6494293
3344427,K03764.01,FALSE POSITIVE,1,8149224045.859589
12109845,K03765.01,FALSE POSITIVE,1,8149225689.642149
8323764,K03767.01,FALSE POSITIVE,1,-360412664.41719544
5360082,K03768.01,FALSE POSITIVE,1,5210086298.243374
6543683,K03769.01,FALSE POSITIVE,1,8149225689.95916
5008245,K03770.01,FALSE POSITIVE,1,6804064133.064418
10555365,K03771.01,FALSE POSITIVE,1,825365895.186144
5481426,K03772.01,FALSE POSITIVE,1,3248253602.1392074
10268903,K03773.01,FALSE POSITIVE,1,8149225689.649268
7220320,K03775.01,FALSE POSITIVE,1,-2767555449.796071
9291378,K03776.01,FALSE POSITIVE,1,-1415297390.3281796
4075067,K03777.01,FALSE POSITIVE,1,1578117630.140973
12405950,K03778.01,FALSE POSITIVE,1,8149224955.99884
5206233,K03779.01,FALSE POSITIVE,1,429605903.28222555
6775985,K03780.01,FALSE POSITIVE,1,-2538375359.5310507
3324644,K03781.01,FALSE POSITIVE,1,8149225689.91016
11357192,K03782.01,FALSE POSITIVE,1,1004306010.7784977
9533489,K03783.01,FALSE POSITIVE,1,2587858745.0574217
5688997,K03784.01,FALSE POSITIVE,1,-2556431073.5386834
4073730,K03785.01,FALSE POSITIVE,1,-2595046184.8803854
2854948,K03786.01,FALSE POSITIVE,1,-2560868475.986593
7813039,K03787.01,FALSE POSITIVE,1,7509959778.565141
9405541,K03788.01,FALSE POSITIVE,1,8054129170.934922
8906045,K03789.01,FALSE POSITIVE,1,-1473861910.1282527
7296094,K03790.01,FALSE POSITIVE,1,8149225689.659057
5437945,K03791.01,CONFIRMED,1,-1520900574.2458389
5437945,K03791.02,CONFIRMED,2,-1711880262.130021
12009347,K03792.01,FALSE POSITIVE,1,8149225031.7656765
4037163,K03793.01,FALSE POSITIVE,1,8149225689.914107
12557548,K03794.01,CONFIRMED,1,8149225294.830898
3338660,K03795.01,FALSE POSITIVE,1,-2767555449.6481733
3338674,K03796.01,FALSE POSITIVE,1,2562202522.4842615
5546277,K03797.01,FALSE POSITIVE,1,-1840338456.0155287
5475736,K03798.01,FALSE POSITIVE,1,-693274993.7841219
9049673,K03799.01,FALSE POSITIVE,1,681882720.5539957
9593759,K03800.01,FALSE POSITIVE,1,8149225689.751844
8827930,K03801.01,FALSE POSITIVE,1,-892482559.0660274
5020044,K03802.01,FALSE POSITIVE,1,2135340982.0301821
6286155,K03803.01,FALSE POSITIVE,1,-1681459380.9502501
7831363,K03804.01,FALSE POSITIVE,1,2645419358.340264
4663185,K03805.01,FALSE POSITIVE,1,-984335916.9129652
5305471,K03806.01,FALSE POSITIVE,1,-2385475050.7873125
10581918,K03807.01,FALSE POSITIVE,1,-2767557093.7143974
3851949,K03808.01,FALSE POSITIVE,1,-1469630793.6280096
9097892,K03809.01,FALSE POSITIVE,1,3342471998.79379
5769943,K03810.01,FALSE POSITIVE,1,8149224830.512021
4638237,K03811.01,FALSE POSITIVE,1,1563240798.1522362
6148271,K03812.01,FALSE POSITIVE,1,-1592130602.678064
5386904,K03813.01,FALSE POSITIVE,1,-2079150963.7473032
2997178,K03814.01,FALSE POSITIVE,1,-369004271.52175134
6507433,K03815.01,FALSE POSITIVE,1,8149225350.014096
7877818,K03816.01,FALSE POSITIVE,1,-1433325038.9159052
5636642,K03817.01,FALSE POSITIVE,1,8149225689.660294
6515722,K03818.01,FALSE POSITIVE,1,446817492.0741446
5560831,K03819.01,FALSE POSITIVE,1,8149225689.638477
5305404,K03820.01,FALSE POSITIVE,1,-2363276682.3742013
5956776,K03821.01,FALSE POSITIVE,1,-2767555459.648007
8883727,K03822.01,FALSE POSITIVE,1,4495158394.764453
4820550,K03823.01,FALSE POSITIVE,1,-838073949.9375902
6516874,K03824.01,FALSE POSITIVE,1,-2767555449.645535
5467113,K03825.01,FALSE POSITIVE,1,-2767555459.648154
8240123,K03826.01,FALSE POSITIVE,1,-977589148.9611104
10031907,K03828.01,FALSE POSITIVE,1,-1663650285.5325203
4474637,K03829.01,FALSE POSITIVE,1,-2767555459.649598
10676927,K03830.01,FALSE POSITIVE,1,-2767555449.9586134
5649836,K03831.01,FALSE POSITIVE,1,8149224045.662952
7620660,K03832.01,FALSE POSITIVE,1,-2307774464.091645
8435232,K03833.01,FALSE POSITIVE,1,-1362910770.543805
3836399,K03834.01,FALSE POSITIVE,1,2533307005.6659617
2581554,K03835.01,CONFIRMED,1,-140887967.81693456
7612691,K03836.01,FALSE POSITIVE,1,-2270661916.186304
9761573,K03837.01,FALSE POSITIVE,1,-2417499974.7551613
8042789,K03838.01,FALSE POSITIVE,1,-877549233.8573197
10095484,K03839.01,FALSE POSITIVE,1,387362605.05870086
5467102,K03840.01,FALSE POSITIVE,1,7937158774.985257
8651551,K03841.01,FALSE POSITIVE,1,8149225689.8293705
9532637,K03842.01,FALSE POSITIVE,1,-2767555459.64942
5305451,K03843.01,FALSE POSITIVE,1,-2622278530.182072
7174349,K03844.01,FALSE POSITIVE,1,8145294725.264697
11824218,K03845.01,FALSE POSITIVE,1,1950246562.9657228
7983756,K03846.01,FALSE POSITIVE,1,-1579778929.0913806
7289165,K03847.01,FALSE POSITIVE,1,-1300084202.6070127
12784167,K03848.01,CONFIRMED,1,1070464881.340935
8949316,K03849.01,FALSE POSITIVE,1,-2767555450.0446563
8912730,K03850.01,FALSE POSITIVE,1,-1916109614.768714
9784230,K03851.01,FALSE POSITIVE,1,8149225689.870499
4949524,K03852.01,FALSE POSITIVE,1,2281572353.6185484
2697935,K03853.01,FALSE POSITIVE,1,-1787415551.9835632
3550434,K03854.01,FALSE POSITIVE,1,5645670352.245538
2558370,K03855.01,FALSE POSITIVE,1,8149225689.62539
5397166,K03856.01,FALSE POSITIVE,1,5603880.21501839
11825057,K03857.01,FALSE POSITIVE,1,-2767555449.850001
12306699,K03858.01,FALSE POSITIVE,1,-404576628.63651925
9692336,K03859.01,FALSE POSITIVE,1,-2767555449.758349
9641008,K03860.01,FALSE POSITIVE,1,961630191.3523153
8588377,K03861.01,FALSE POSITIVE,1,5104393254.854703
3644601,K03862.01,FALSE POSITIVE,1,-2603884695.2691083
3644601,K03862.02,FALSE POSITIVE,2,-2566739773.8664455
8459354,K03863.01,FALSE POSITIVE,1,-2347428097.754269
4164922,K03864.01,FALSE POSITIVE,1,2836309639.5618663
4164922,K03864.02,FALSE POSITIVE,2,-2240439436.0556445
5535890,K03865.01,FALSE POSITIVE,1,-1632427570.5115798
5215980,K03866.01,FALSE POSITIVE,1,-2042537718.948535
9353742,K03867.01,CONFIRMED,1,2062032381.4192479
9178185,K03868.01,FALSE POSITIVE,1,1268776248.3788955
6290382,K03869.01,FALSE POSITIVE,1,1358861532.3799286
8258160,K03870.01,FALSE POSITIVE,1,-2531978929.060093
9752982,K03871.01,FALSE POSITIVE,1,8149224796.121653
4666008,K03872.01,FALSE POSITIVE,1,-1187905225.893787
8430105,K03873.01,FALSE POSITIVE,1,-2196897034.7340846
11560037,K03874.01,FALSE POSITIVE,1,8149224399.475113
11911561,K03875.01,FALSE POSITIVE,1,1353829845.9451513
3440118,K03876.01,FALSE POSITIVE,1,-332979725.68200207
9159265,K03877.01,FALSE POSITIVE,1,-2143173337.372421
4472818,K03878.01,CONFIRMED,1,-1493255354.8110645
4472818,K03878.02,FALSE POSITIVE,2,-2026378698.2900774
5560830,K03879.01,FALSE POSITIVE,1,1492637392.1233766
4147444,K03880.01,FALSE POSITIVE,1,3499557927.0366445
9592850,K03883.01,FALSE POSITIVE,1,-2767555449.9805465
4579313,K03884.01,FALSE POSITIVE,1,1434878311.430915
11614528,K03885.01,FALSE POSITIVE,1,1028272957.0436492
8848288,K03886.01,FALSE POSITIVE,1,-1014503048.5500163
5308419,K03887.01,FALSE POSITIVE,1,-256777621.71799108
8260198,K03888.01,FALSE POSITIVE,1,2380636033.047965
10733174,K03889.01,FALSE POSITIVE,1,-2620845444.1838226
8564976,K03890.01,FALSE POSITIVE,1,-2191100785.0006833
8765560,K03891.01,FALSE POSITIVE,1,-2019511124.6049697
11760860,K03892.01,CONFIRMED,1,-376567279.09105676
3728432,K03893.01,CONFIRMED,1,-259826230.3326536
5473535,K03894.01,FALSE POSITIVE,1,210278675.32433334
12106934,K03895.01,FALSE POSITIVE,1,-2234380673.6175623
6222898,K03896.01,FALSE POSITIVE,1,-2311159755.9221725
9161118,K03898.01,FALSE POSITIVE,1,8149224045.883254
3556229,K03899.01,FALSE POSITIVE,1,8149225689.612098
11911580,K03900.01,FALSE POSITIVE,1,-2558251745.006054
9480535,K03901.01,CONFIRMED,1,-2416656405.1004305
10583225,K03902.01,FALSE POSITIVE,1,-1847373418.9667258
5215251,K03903.01,FALSE POSITIVE,1,-2185590807.520116
5480736,K03904.01,FALSE POSITIVE,1,-2384171782.5411634
8487748,K03905.01,FALSE POSITIVE,1,55637210.4673587
9892856,K03906.01,FALSE POSITIVE,1,-534649516.14016306
7137213,K03907.01,FALSE POSITIVE,1,1393347773.055662
10363115,K03908.01,FALSE POSITIVE,1,-2279439306.6242123
5966810,K03909.01,FALSE POSITIVE,1,-2463337768.03849
10491062,K03910.01,FALSE POSITIVE,1,-2027018215.236637
9761615,K03911.01,CONFIRMED,1,-1025180379.9576739
4058881,K03912.01,FALSE POSITIVE,1,-2219962692.58034
10281221,K03913.01,FALSE POSITIVE,1,5223001465.406707
5471496,K03914.01,FALSE POSITIVE,1,-2509388122.1752753
4544620,K03915.01,FALSE POSITIVE,1,-1622304110.666537
5784777,K03916.01,CONFIRMED,1,-84061441.8035998
11466960,K03917.01,FALSE POSITIVE,1,2084115355.4594238
3124420,K03918.01,FALSE POSITIVE,1,8149224045.639286
4649440,K03919.01,FALSE POSITIVE,1,-962448250.2305334
2437488,K03920.01,FALSE POSITIVE,1,-2289714866.823118
10083623,K03921.01,FALSE POSITIVE,1,4007257207.4110107
7024530,K03922.01,FALSE POSITIVE,1,1360363262.6676211
5015459,K03923.01,FALSE POSITIVE,1,-1319066064.1088853
1433980,K03924.01,FALSE POSITIVE,1,-2767555459.6492457
10788461,K03925.01,FALSE POSITIVE,1,-2497452962.2050304
10788461,K03925.02,CONFIRMED,2,-1660722315.8882442
10788461,K03925.03,CONFIRMED,3,-2364249426.0478554
11667548,K03926.01,FALSE POSITIVE,1,959153818.1436872
8868649,K03927.01,FALSE POSITIVE,1,-2285011859.6751976
4242692,K03928.01,CONFIRMED,1,-124722041.50391485
8781480,K03929.01,FALSE POSITIVE,1,-1756258718.8886814
11607176,K03930.01,FALSE POSITIVE,1,-2277195538.2141213
10661718,K03931.01,FALSE POSITIVE,1,-1609135957.9424462
6137681,K03932.01,FALSE POSITIVE,1,-2378709700.6914163
11244682,K03933.01,FALSE POSITIVE,1,-121124761.2802868
9655419,K03934.01,FALSE POSITIVE,1,867118872.3376547
5895158,K03935.01,CONFIRMED,1,687821408.9584022
4947556,K03936.01,FALSE POSITIVE,1,-1734663348.7438397
4947556,K03936.02,FALSE POSITIVE,2,-861434370.9522332
7362696,K03937.01,FALSE POSITIVE,1,-1035641028.527729
3865595,K03938.01,FALSE POSITIVE,1,-608289886.4341819
9593528,K03939.01,FALSE POSITIVE,1,957928183.082556
5195945,K03940.01,FALSE POSITIVE,1,-1055536419.5705131
8552587,K03941.01,FALSE POSITIVE,1,-734884085.3518511
6019872,K03942.01,FALSE POSITIVE,1,-698246446.9269899
7679812,K03943.01,FALSE POSITIVE,1,-2173741999.9041038
4864734,K03944.01,FALSE POSITIVE,1,-244391980.26443306
3121340,K03945.01,FALSE POSITIVE,1,2286827244.4937644
8636434,K03946.01,CONFIRMED,1,-2325205906.113385
5952366,K03947.01,FALSE POSITIVE,1,1265167049.3819013
5952366,K03947.02,FALSE POSITIVE,2,-2592032792.9683676
6045250,K03948.01,FALSE POSITIVE,1,8149224045.889839
5598595,K03949.01,FALSE POSITIVE,1,-1168525576.468119
4544572,K03950.01,FALSE POSITIVE,1,-718918696.0872831
5738634,K03951.01,FALSE POSITIVE,1,-1732547847.880599
10152836,K03952.01,FALSE POSITIVE,1,4907549372.215513
10651816,K03953.01,FALSE POSITIVE,1,-2231882450.212232
8030339,K03954.01,FALSE POSITIVE,1,538331638.0109292
8030339,K03954.02,CONFIRMED,2,-2136375497.1863616
9899414,K03955.01,FALSE POSITIVE,1,-748649948.3196592
5471059,K03956.01,FALSE POSITIVE,1,1731921030.9109118
5471059,K03956.02,FALSE POSITIVE,2,-731478641.5694851
7458309,K03957.01,FALSE POSITIVE,1,-1976706963.2235832
7777372,K03958.01,FALSE POSITIVE,1,-1769780806.1979485
9282769,K03959.01,FALSE POSITIVE,1,868618077.9070323
7777416,K03960.01,FALSE POSITIVE,1,-1833664618.914298
7597005,K03961.01,FALSE POSITIVE,1,1085728370.3582911
5479717,K03962.01,FALSE POSITIVE,1,8149225181.479775
3764714,K03963.01,FALSE POSITIVE,1,-2487534647.369669
9957351,K03964.01,FALSE POSITIVE,1,8149225689.650434
5385575,K03965.01,FALSE POSITIVE,1,-2535674056.9691505
3732035,K03966.01,CONFIRMED,1,-2388918926.8298464
5385697,K03967.01,FALSE POSITIVE,1,-2624819639.6739683
5385697,K03967.02,FALSE POSITIVE,2,-2650118391.133952
8823833,K03968.01,FALSE POSITIVE,1,-1377054736.8849747
5475494,K03969.01,FALSE POSITIVE,1,-94659528.20142534
9412445,K03970.01,FALSE POSITIVE,1,-2475854974.191699
6057684,K03972.01,FALSE POSITIVE,1,-523498085.20278496
11568224,K03973.01,FALSE POSITIVE,1,-2598328793.5400414
7938883,K03974.01,FALSE POSITIVE,1,-2767555459.8408546
9280239,K03975.01,CONFIRMED,1,-2465340050.065058
4544571,K03976.01,FALSE POSITIVE,1,-609331497.6006641
3245661,K03977.01,FALSE POSITIVE,1,8149224045.882369
10090219,K03978.01,FALSE POSITIVE,1,-1907323826.828036
9899217,K03979.01,FALSE POSITIVE,1,-1673067585.918004
6750902,K03980.01,FALSE POSITIVE,1,1407438041.4240797
5895588,K03981.01,FALSE POSITIVE,1,18007553.754688844
5303557,K03982.01,FALSE POSITIVE,1,-958900778.604765
10227863,K03983.01,FALSE POSITIVE,1,-2477948245.96998
8036287,K03984.01,CONFIRMED,1,767670932.3995017
9602562,K03985.01,FALSE POSITIVE,1,-2425051600.436228
10668665,K03986.01,FALSE POSITIVE,1,-2372124534.593641
10407020,K03987.01,FALSE POSITIVE,1,-1761053124.9619973
5385491,K03988.01,FALSE POSITIVE,1,-2635383097.4876957
5551504,K03989.01,FALSE POSITIVE,1,-1165956794.2043993
6421503,K03990.01,FALSE POSITIVE,1,-1951592673.0168264
10352333,K03991.01,FALSE POSITIVE,1,2178324277.6735516
3228988,K03992.01,FALSE POSITIVE,1,-2158272921.3450274
2970804,K03993.01,FALSE POSITIVE,1,2312490134.2416654
7552701,K03994.01,FALSE POSITIVE,1,-548545043.8316257
7418173,K03995.01,FALSE POSITIVE,1,5934017833.417164
3228804,K03996.01,FALSE POSITIVE,1,-1437818708.9947612
2442359,K03997.01,FALSE POSITIVE,1,1123610632.604737
7707742,K03998.01,FALSE POSITIVE,1,-2767557093.9045825
2010191,K03999.01,FALSE POSITIVE,1,-2226145275.4456835
5471675,K04000.01,FALSE POSITIVE,1,-1345075744.8432832
9851943,K04001.01,FALSE POSITIVE,1,-1759370781.5421264
5773121,K04002.01,FALSE POSITIVE,1,1779344207.734586
2708420,K04003.01,FALSE POSITIVE,1,-1818965136.4788454
4814502,K04004.01,FALSE POSITIVE,1,-1274920450.546236
8142787,K04005.01,CONFIRMED,1,-2517958515.4510837
5471690,K04006.01,FALSE POSITIVE,1,-2621460941.815911
8376848,K04007.01,FALSE POSITIVE,1,-2449249975.0206227
5350447,K04008.01,FALSE POSITIVE,1,-2374006896.3206244
8934103,K04009.01,CONFIRMED,1,-2538547188.774958
8934103,K04009.02,FALSE POSITIVE,2,-2645505469.049172
5288577,K04010.01,FALSE POSITIVE,1,-1753085507.9054792
11969988,K04011.01,FALSE POSITIVE,1,-1600654463.4822931
4832225,K04013.01,FALSE POSITIVE,1,-2687375581.2375503
9009953,K04014.01,FALSE POSITIVE,1,-2505224757.2332387
8282846,K04015.01,CONFIRMED,1,-2366594779.2752094
5938970,K04016.01,CONFIRMED,1,-1699800571.3801317
8381693,K04017.01,FALSE POSITIVE,1,-2696548763.741785
4929299,K04018.01,FALSE POSITIVE,1,298306767.0026435
7038096,K04020.01,FALSE POSITIVE,1,-1000733662.3363662
11967788,K04021.01,FALSE POSITIVE,1,-1631313368.3866057
11967788,K04021.02,FALSE POSITIVE,2,-1749472362.3864167
7733731,K04022.01,FALSE POSITIVE,1,-2062777091.7648847
6862332,K04023.01,FALSE POSITIVE,1,-2261927144.3908973
10714072,K04024.01,CONFIRMED,1,-1678471579.9822993
10992011,K04025.01,FALSE POSITIVE,1,-783193826.9382352
4067110,K04026.01,FALSE POSITIVE,1,-2690595994.556426
8694309,K04027.01,FALSE POSITIVE,1,-1481610641.2282596
7818447,K04028.01,FALSE POSITIVE,1,4914663146.833984
11569475,K04029.01,FALSE POSITIVE,1,-1415980238.2027547
9551430,K04030.01,FALSE POSITIVE,1,-2628376640.3059363
3228986,K04031.01,FALSE POSITIVE,1,-1266615912.5384734
7100673,K04032.01,CONFIRMED,1,-1543973083.49215
7100673,K04032.02,CONFIRMED,2,-1759482029.1367729
7100673,K04032.03,CONFIRMED,3,-1857920651.6360533
7100673,K04032.04,CONFIRMED,4,-1817581133.4271
7100673,K04032.05,FALSE POSITIVE,5,-2200356900.981578
4138557,K04033.01,FALSE POSITIVE,1,-2655178886.8764553
10089911,K04034.01,CONFIRMED,1,-1524071190.4220417
10089911,K04034.02,FALSE POSITIVE,2,-2032340073.7294724
3247404,K04035.01,FALSE POSITIVE,1,-2579389458.0250072
11415243,K04036.01,CONFIRMED,1,-2427066127.0286717
8264402,K04037.01,FALSE POSITIVE,1,-2501458085.342501
7773179,K04038.01,FALSE POSITIVE,1,-1977841442.2851698
11145831,K04039.01,FALSE POSITIVE,1,-1526713137.2416584
11444952,K04040.01,FALSE POSITIVE,1,503371088.3898516
8647295,K04041.01,FALSE POSITIVE,1,-1616637277.54668
3444098,K04042.01,FALSE POSITIVE,1,-1553709398.4716308
5112567,K04043.01,FALSE POSITIVE,1,-671953811.7996641
5201115,K04044.01,FALSE POSITIVE,1,-1184896534.2205918
2708203,K04045.01,FALSE POSITIVE,1,-2310927967.4324365
4150496,K04046.01,FALSE POSITIVE,1,-1952359601.682834
4150496,K04046.02,FALSE POSITIVE,2,-2318166947.5227966
9655005,K04047.01,FALSE POSITIVE,1,-2313397373.3973956
10272389,K04048.01,FALSE POSITIVE,1,-2342763382.2888618
4679687,K04049.01,FALSE POSITIVE,1,5745741660.04466
7968683,K04050.01,FALSE POSITIVE,1,-2686885778.64029
10360722,K04051.01,CONFIRMED,1,-2377247973.9409685
9091755,K04052.01,FALSE POSITIVE,1,-2064462855.2003214
1718958,K04053.01,FALSE POSITIVE,1,-655477723.6384778
6428794,K04054.01,FALSE POSITIVE,1,-2377039690.525733
3228825,K04055.01,FALSE POSITIVE,1,-1014802703.9828503
4673628,K04056.01,FALSE POSITIVE,1,420175484.45239556
3757407,K04057.01,FALSE POSITIVE,1,-2058172084.3822727
4769931,K04058.01,FALSE POSITIVE,1,-1193227209.1704216
9220612,K04059.01,FALSE POSITIVE,1,-1405264101.792208
9086154,K04060.01,FALSE POSITIVE,1,-2483320000.5847216
6806695,K04061.01,FALSE POSITIVE,1,-930652965.5892143
11858979,K04062.01,FALSE POSITIVE,1,-248064485.39816523
5900390,K04063.01,FALSE POSITIVE,1,-1974599916.1730978
5444334,K04064.01,FALSE POSITIVE,1,-2087787695.6670756
8686373,K04066.01,FALSE POSITIVE,1,-2452301200.851843
5530112,K04067.01,FALSE POSITIVE,1,-2385964704.3784943
6226908,K04068.01,CONFIRMED,1,-2346707835.5801945
5906694,K04069.01,FALSE POSITIVE,1,-1984248576.290512
10186945,K04070.01,FALSE POSITIVE,1,1706868645.740344
2708286,K04071.01,FALSE POSITIVE,1,-2068923336.6828756
6755944,K04072.01,CONFIRMED,1,203575580.88706598
10419797,K04073.01,FALSE POSITIVE,1,-2690547218.872845
7777471,K04075.01,FALSE POSITIVE,1,-1672799967.6280606
9455677,K04076.01,CONFIRMED,1,-2467751432.0767794
7690855,K04077.01,FALSE POSITIVE,1,-1815756495.0026832
5649837,K04078.01,FALSE POSITIVE,1,-2764314666.3854275
5036480,K04080.01,FALSE POSITIVE,1,-1406377985.4994724
6592832,K04082.01,FALSE POSITIVE,1,-1897541866.5927458
8524346,K04083.01,FALSE POSITIVE,1,-1743202747.5299208
3937814,K04084.01,CONFIRMED,1,-2533128120.469492
5041847,K04085.01,FALSE POSITIVE,1,-759735487.7760863
3836558,K04086.01,FALSE POSITIVE,1,-1233069364.173381
6106282,K04087.01,CONFIRMED,1,-2376603005.6122475
4946584,K04088.01,FALSE POSITIVE,1,907880137.6614602
11972872,K04089.01,FALSE POSITIVE,1,-595642948.7757571
9899233,K04090.01,FALSE POSITIVE,1,-1657478585.110714
3103227,K04091.01,CONFIRMED,1,-2519440991.3735404
4850961,K04092.01,CONFIRMED,1,-2346299596.3960733
8521059,K04093.01,FALSE POSITIVE,1,1128223664.6028972
8128247,K04094.01,FALSE POSITIVE,1,-1775533964.494837
6276994,K04095.01,FALSE POSITIVE,1,-1950623771.7255685
9674564,K04096.01,FALSE POSITIVE,1,-2381279724.1770463
5688683,K04097.01,FALSE POSITIVE,1,1070183087.8386734
5688683,K04097.02,FALSE POSITIVE,2,-1768516165.2614653
8222627,K04098.01,FALSE POSITIVE,1,-146483793.6220838
8951205,K04099.01,FALSE POSITIVE,1,-1718041406.7475255
5700900,K04100.01,FALSE POSITIVE,1,-2686259223.302147
2708278,K04102.01,FALSE POSITIVE,1,-1863378344.592325
3747817,K04103.01,CONFIRMED,1,-2396675098.669398
3747817,K04103.02,FALSE POSITIVE,2,-2433120174.5326734
11017094,K04106.01,FALSE POSITIVE,1,-2763799230.649533
9899065,K04108.01,FALSE POSITIVE,1,-2022418610.7357702
7907808,K04109.01,FALSE POSITIVE,1,-788698554.6362764
5471792,K04110.01,FALSE POSITIVE,1,-2626076439.6236367
2708343,K04111.01,FALSE POSITIVE,1,-1756917438.799502
3348090,K04112.01,FALSE POSITIVE,1,-1753340012.2933152
9282762,K04113.01,FALSE POSITIVE,1,-2036520619.0379853
3117046,K04114.01,FALSE POSITIVE,1,-2622207971.373543
6311520,K04115.01,FALSE POSITIVE,1,-2079527564.627116
3955817,K04117.01,CONFIRMED,1,-2106970275.850088
10661778,K04118.01,FALSE POSITIVE,1,-1914604971.5471532
5513857,K04119.01,FALSE POSITIVE,1,-1895150506.2772858
9700449,K04120.01,FALSE POSITIVE,1,-2607442530.0058637
6349881,K04121.01,CONFIRMED,1,-2480763838.3095965
9851970,K04122.01,FALSE POSITIVE,1,-2259200161.370074
6140059,K04123.01,FALSE POSITIVE,1,-2600150798.1732593
9099950,K04125.01,FALSE POSITIVE,1,-1516992091.9338698
9272070,K04126.01,CONFIRMED,1,-2310226157.9335527
5088400,K04127.01,CONFIRMED,1,-2042839674.2791393
4669402,K04128.01,FALSE POSITIVE,1,-2529224599.0461135
11970988,K04129.01,FALSE POSITIVE,1,-1856809380.515774
10858803,K04130.01,FALSE POSITIVE,1,-1850130317.2063134
6129694,K04131.01,FALSE POSITIVE,1,-2213218834.869257
7601918,K04133.01,FALSE POSITIVE,1,-488808486.46133333
5386264,K04135.01,FALSE POSITIVE,1,-2627174667.013834
7256914,K04136.01,FALSE POSITIVE,1,-2188560930.1687026
7256914,K04136.02,FALSE POSITIVE,2,-2400662080.8208237
